fips,state,county,yrs_lost_rate,sroh_fairpoor,phys_days,ment_days,pct_smokers,pct_obese,food_envir,inactive,binge_drink,uninsured,some_college,unemployed,income_ratio,social_assoc,air_pollution,housing_prob,drive_alone,phys_distress,ment_distress,food_insecure,poor_sleep,health_costs,hh_income,population,pct_65plus,pct_nhwhite,not_english,pct_female,pct_rural,rural_cat,race_cat
1001,Alabama,Autauga,9158.2,17.87881413,4.224030558,4.181840019,17.38023938,34.1,6.9,28.6,14.95412249,11.01623445,59.67451524,5.243401296,4.31354924,13.71964979,10.8,14.72346786,87.48341625,12.31248526,12.56879348,14.4,37.6,9858.62,56.58,55347,14.31152547,74.90740239,0.650262606,51.47523804,42.00216232,Suburban,High
1003,Alabama,Baldwin,7393.9,16.36197265,3.736320366,3.966089294,17.9371199,27.4,7.5,22.3,15.3780314,16.13299188,62.88766441,5.486966879,4.524767732,11.54359331,9.6,14.70287235,84.6527975,11.62799691,12.48073144,13.7,32.8,9412.78,52.387,203709,19.17539235,82.95951578,1.16938476,51.26086722,42.27909911,Suburban,Middle
1005,Alabama,Barbour,8573.1,25.02040126,4.806056641,4.768078188,22.77668861,44.4,4.9,31.8,11.92345003,15.34209429,39.26694329,8.939130435,5.562509792,8.182392978,10.1,16.19565217,83.76654064,15.56197999,15.10871039,23.3,39.6,10117.09,31.433,26489,17.16184076,46.58537506,1.755971087,46.58915021,67.7896347,Rural,High
1007,Alabama,Bibb,11766.1,19.5402311,4.354389668,4.3680625,19.85076584,40.3,7.3,33.9,14.30965174,13.56417144,50.22201807,6.607773852,4.272871439,10.21949702,10.5,13.68124119,83.18605793,13.2117057,13.3375711,16.4,40.6,10817.25,40.767,22583,15.0201479,74.05570562,0.353965814,46.10990568,68.35260746,Rural,High
1009,Alabama,Blount,9332.8,18.94760806,4.451573142,4.483831864,21.03738153,34.6,8.3,28,13.90288774,16.47524836,51.21367762,5.404073587,4.037139127,8.489405568,11.3,11.53481762,84.86671224,13.25861944,13.47137314,12.2,36.2,10035.61,50.487,57673,17.52986666,87.39444801,1.694821379,50.5921315,89.95150204,Rural,Middle
1011,Alabama,Bullock,10857.7,28.25794509,4.955858648,4.566029653,22.77492503,43,3.8,31.7,11.38095356,17.30971129,33.62154972,7.772889168,6.043342185,10.21924935,9.8,18.04812834,74.94802495,15.80292858,14.70543242,24.4,44.1,9275.93,28.251,10696,15.28608826,22.30740464,3.059082275,45.24121167,51.37438153,Rural,High
1013,Alabama,Butler,12427.4,26.62129034,5.242030843,4.977991008,21.83234745,36.3,6,34.4,11.37748841,14.39681678,43.27302974,7.547582586,4.870098389,11.82499015,9.4,16.45415908,84.49121901,16.05738909,15.52981365,22.6,40.6,10407.71,33.868,20154,18.37848566,52.78852833,0.486630736,53.50302669,71.23215735,Rural,High
1015,Alabama,Calhoun,10716.9,22.00320457,4.908456531,4.665515339,20.32038238,32.2,6.1,31.3,14.66247274,14.21583549,53.97856896,6.979218692,4.878978557,14.66579247,11.6,14.8799646,85.2610693,14.43921056,14.15397563,18.2,39,10672.9,42.091,115620,16.34665283,72.61546445,0.804865613,51.77737416,33.69682556,Suburban,High
1017,Alabama,Chambers,11410.4,24.48961679,4.758697054,4.732361861,20.90587472,39.7,5.6,31.6,11.71219827,14.89269456,44.98570896,6.013245033,4.767477713,18.48808546,10.4,19.24198251,85.08752493,14.78672339,14.71791178,21.1,39.5,8622.91,35.56,34123,18.6501773,56.38132638,0.240332095,52.11440964,49.14803449,Suburban,High
1019,Alabama,Cherokee,12533.9,19.2947134,4.492099843,4.524315295,18.42082439,33.6,7.9,33.5,13.0800865,14.57916565,52.64194877,5.438956863,4.833238258,9.985789454,10.8,15.35821536,83.8732537,13.30824404,13.7167016,14.6,34.3,10866.85,39.144,25859,21.57082641,91.31443598,0.052582615,50.34997486,85.73627304,Rural,Low
1021,Alabama,Chilton,10678.3,20.85263425,4.660682419,4.490854876,20.11223045,35.9,7.8,30.4,14.19655184,17.74851983,40.24464832,5.66742022,4.449315654,15.93407844,10.5,15.61922366,81.17130975,13.90767359,13.82837964,14.1,38.9,10204.89,42.767,43943,15.54513802,80.26306807,2.453718383,50.85451608,86.74472424,Rural,Middle
1023,Alabama,Choctaw,12937.3,24.95127206,4.972630672,4.684587764,20.47858547,40.8,5.4,30,10.4430517,14.3454701,49.68597348,9.113750571,6.504539669,21.01628762,9.6,12.95289855,85.45882353,14.98789661,14.46624565,20.7,42.5,11424.18,35.089,13170,21.28321944,56.35535308,0,52.5284738,100,Rural,High
1025,Alabama,Clarke,9468.9,22.90433968,4.860315121,4.696558854,20.05875892,38.2,4.6,27.5,11.87308093,15.10473006,41.07515658,11.75881911,8.086541455,19.64321507,9.6,15.16095535,82.00795229,15.03605945,14.67673594,25.1,38.9,9806.49,37.317,24675,18.48834853,53.09422492,0.164445944,52.7254306,75.98033523,Rural,High
1027,Alabama,Clay,9389.8,21.08929061,4.591038069,4.609635165,19.14268322,37.3,7.4,31.7,12.86466355,17.78024212,41.89054726,6.152732537,4.470817626,9.592680047,9.9,15.48672566,84.2837274,14.03691392,14.2946282,16.3,36.1,9843.28,38.908,13555,19.91884913,79.56473626,0.832296204,50.66027296,100,Rural,High
1029,Alabama,Cleburne,11803.2,17.23973366,4.077727709,4.308741792,18.29197516,30,7.9,30.1,14.6141508,14.26815276,48.00995025,6.019417476,4.740082335,8.620689655,10.3,13.83928571,77.60095825,12.12485588,12.86790999,14.2,32.8,10906.3,42.136,15018,18.78412572,92.15607937,0.616190948,50.56598748,100,Rural,Low
1031,Alabama,Coffee,7629.9,18.94319274,4.292121602,4.195737439,18.56821751,33.7,6.8,28.7,13.86694591,14.99008686,60.83283493,5.913343181,5.070738724,15.9107427,9.6,13.89479277,85.29004249,12.8010933,13.06743695,16,35.4,9510.05,46.858,51211,16.16644862,70.84610728,1.67376303,50.36613228,47.19508289,Suburban,High
1033,Alabama,Colbert,10253.3,19.88229628,4.452163704,4.359371065,20.4485884,37.5,6.8,31.4,13.13895405,13.04269134,56.56706046,7.902993301,4.778845594,17.60079204,10.2,14.71248877,90.67087458,13.50828486,13.53733413,17.2,35.9,10730.62,41.171,54354,18.82474151,78.49284321,0.363919432,51.84531037,43.89468656,Suburban,High
1035,Alabama,Conecuh,12827.5,27.69151006,5.324915858,5.097072835,22.92938126,36.4,4.3,31.6,10.08156544,16.63015336,38.0988024,9.17843389,5.636337869,11.04972376,9.1,20.22022022,93.59323882,17.35724515,16.48610811,24.5,41.2,11168.67,29.981,12672,20.88857323,50.60763889,0.321914981,51.93339647,80.94950106,Rural,High
1037,Alabama,Coosa,8420.7,23.22919676,4.747638419,4.63226292,20.30492465,39.7,6.3,30.5,11.60703085,15.50197997,42.47572816,6.725344166,4.306070066,11.02333272,10.2,17.42508324,85.44030254,14.68294366,14.5765405,18.9,39,10457.32,36.078,10724,19.1999254,65.88959344,0.571809778,49.77620291,100,Rural,High
1039,Alabama,Covington,9917.6,21.239807,4.612618934,4.442932386,18.56733685,34,7.2,33,12.98504945,15.41898332,52.23619846,7.123447205,4.610364443,12.66023105,9.2,15.15957447,82.973999,13.91856445,13.92278471,16.6,35.5,10405.82,36.355,37835,20.00792917,82.77520814,0.667283483,51.79331307,69.65179399,Rural,Middle
1041,Alabama,Crenshaw,10801.3,20.28149457,4.241128657,4.442119319,19.02747925,39.7,5.7,29.8,13.12818341,16.33866877,44.46828072,6.013853904,5.604821352,10.73191672,9.5,12.14285714,81.72781493,13.30146226,13.864864,17.3,39.3,10364.38,36.759,13963,18.10499176,70.17832844,0.773531439,51.22108429,100,Rural,High
1043,Alabama,Cullman,9937.3,20.76901517,4.528158409,4.391235663,17.95909094,33.4,7.8,25.7,13.36229384,16.40486025,54.57089078,5.273486084,4.604537605,12.17876958,11.3,14.40650925,84.85276574,13.32793349,13.58227848,13.4,34.9,9915.83,39.29,82005,17.92695567,91.95049082,0.94568858,50.61520639,73.23955924,Rural,Low
1045,Alabama,Dale,8085.5,21.48935589,4.644179897,4.720600612,19.06946571,36.5,6.2,26.9,14.61758645,13.78656357,61.20800302,6.351857476,5.132142857,12.32721688,9.8,13.00077539,87.41913682,13.61120252,13.83248387,17.5,40.8,10290.32,45.294,49565,15.74699889,69.40179562,1.030661646,50.73136286,50.88853953,Rural,High
1047,Alabama,Dallas,12928.2,28.00030139,5.488496537,4.952364365,22.72669542,40.8,3.4,30.7,10.07914944,14.26688066,47.29431544,9.649235513,6.819914825,14.38469469,10.1,23.83307573,82.33041173,18.0042301,16.54301814,30.3,43.7,10113.18,29.682,41131,16.26753544,28.36789769,0.091675367,53.71374389,45.63897764,Suburban,High
1049,Alabama,DeKalb,9641.5,22.28648679,4.976554659,4.731251588,21.5681082,30.4,8,30.4,13.28946076,20.91533948,41.5866742,6.029523876,4.525253161,8.583690987,10.7,13.68104313,86.07423661,14.81336695,14.54272024,12.9,36.3,9994.95,37.305,71130,16.00309293,80.58625053,3.669724771,50.69028539,90.1306445,Rural,Middle
1051,Alabama,Elmore,8893.6,17.15945934,3.947610692,4.261099673,18.49480765,35.4,7.2,29,16.55418926,11.47579143,53.32426921,5.097713098,4.203919581,10.37331588,11.1,12.10944395,87.06815636,11.78968242,12.62944781,14.5,34,9625.5,53.548,81468,14.35287475,73.36009231,0.889391767,51.44842147,54.18836614,Rural,High
1053,Alabama,Escambia,10391.7,25.34024468,5.173453074,4.816157409,21.07871252,37.7,5.8,31.9,12.10472244,17.00330776,39.59261617,6.998284734,5.287989536,14.84112051,9.1,14.14473684,90.81031766,16.03921288,15.29274822,20.8,38.7,11302.09,36.84,37789,16.81970944,60.36148085,0.154416306,48.74169732,63.51157389,Rural,High
1055,Alabama,Etowah,11438.8,19.69252203,4.492391194,4.543457929,19.19868299,35.1,6.6,33.3,12.36005169,14.61454451,53.05490196,6.119945374,4.656493545,16.22702379,11.2,13.92515231,86.19608234,13.69179971,14.05777015,16.5,39.9,11889.57,42.145,103057,17.7358161,78.20041336,1.438503221,51.72477367,37.48348176,Suburban,High
1057,Alabama,Fayette,10275.5,21.00570775,4.602980901,4.63141039,19.78939769,33.7,7.2,31.4,13.30047467,14.57234153,50.51383399,7.004377736,5.330949572,11.25992651,10,11.64629763,86.52246256,14.06722665,14.04420428,17.3,36.8,10078.01,37.085,16759,20.10263142,84.7007578,0.087631447,50.56984307,80.23316513,Rural,Middle
1059,Alabama,Franklin,11549.6,22.67153983,4.684042535,4.662216915,20.21777623,33.2,7.4,34.5,13.03922253,19.86073267,40.2626926,6.397355858,4.426796093,10.44270751,9.9,15.52070768,80.34377827,14.68342648,14.4910302,15,37.7,11381.17,38.535,31696,16.14714791,77.57130237,4.78339044,50,70.36651527,Rural,High
1061,Alabama,Geneva,9367.9,22.53451276,4.756056423,4.673188094,21.46831578,34.1,7.5,28.5,12.94722211,17.16410972,47.02728276,5.857856746,4.820700844,9.359089548,9.3,11.78620375,81.79269,14.39350593,14.44797622,16,35.8,10100.71,36.289,26777,19.65492774,83.69496209,1.899936669,50.73757329,89.64165734,Rural,Middle
1063,Alabama,Greene,12430.5,34.42376556,5.773347846,5.250019187,26.25703424,46.3,2.3,31.7,8.676582344,15.12988867,45.35853252,11.01899827,4.832720588,10.52262364,9.6,15.46707504,82.07388749,19.38158068,17.63917287,31.3,47,9426.96,25.398,8479,18.66965444,17.95022998,0,52.5415733,100,Rural,High
1065,Alabama,Hale,9817.7,29.10380161,5.307663451,4.86536234,22.05190859,40.4,5.8,32.2,10.0805387,13.96827953,47.98179059,7.833497214,5.659450458,6.585879874,9.9,20.51926298,88.20432833,16.61798707,15.70237624,24.5,43,10030.82,35.47,15068,17.77940005,40.36368463,0.509669762,52.93336873,89.16878173,Rural,High
1067,Alabama,Henry,8562.7,20.70919313,4.352771294,4.436286518,17.97317894,35.8,7.4,28.5,12.94579502,15.07203546,57.55469756,6.770601336,5.378118387,15.70680628,9.7,12,85.56411016,13.10401568,13.54305429,16.6,36.8,10064.08,42.501,17221,21.27634864,68.58486731,0.625153224,51.64624586,87.75286094,Rural,High
1069,Alabama,Houston,8557.5,19.52260417,4.343577186,4.482942937,19.79454418,32.8,6.4,26.4,13.05039174,13.47089764,57.18260085,6.179737613,5.009292811,12.95672454,9.5,13.75796178,88.55915658,13.41710137,13.79727527,18.2,38,9997.07,43.568,104173,16.46011923,67.2237528,0.744583209,52.13731005,33.80405133,Suburban,High
1071,Alabama,Jackson,11928.9,19.26662998,4.342686232,4.474931922,18.54294788,32,7.5,30.9,13.06486942,15.67592918,43.84115409,6.588125213,4.711732909,9.114212475,10.7,9.463038767,88.08458921,13.61215999,13.98339438,14.7,35,10611.31,40.201,52419,19.03317499,89.16614205,0.536658354,50.80028234,77.01730325,Rural,Middle
1073,Alabama,Jefferson,10305.6,18.78362579,3.711371555,3.988686128,19.36636335,33.2,5.7,26.2,14.08079071,12.64187987,67.16921212,5.796998341,5.514928749,14.67933226,12.9,18.04648834,84.88839178,12.21945737,12.93400772,19.7,40.5,9495.44,48.415,660367,14.63322668,50.5656703,1.423210148,52.77716785,9.833765145,Urban,High
1075,Alabama,Lamar,8848,21.71968762,4.662271359,4.725341639,20.07542937,33.6,7.4,32.8,12.19616071,13.97878461,52.52588641,6.302148056,4.640942801,9.229021724,9.7,13.14708299,81.75155046,14.51585357,14.6861864,16.7,35.8,9770.53,36.52,13886,21.0283739,85.93547458,0.380483438,51.0298142,100,Rural,Middle
1077,Alabama,Lauderdale,8773,18.46056299,4.221569026,4.501259756,18.22931323,32.9,7,28.3,14.29168654,13.69875881,58.63559481,6.939176851,4.88102594,14.8234081,10.5,13.39053562,85.96146485,12.80215463,13.50219813,16,37.2,9360.49,43.008,92596,18.68655234,84.70020303,0.566349496,52.06272409,49.29510619,Suburban,Middle
1079,Alabama,Lawrence,10664.9,20.55814549,4.496554689,4.595849242,20.2925883,35.5,7.6,35.9,13.42878447,16.12856679,50.60583581,7.660126948,4.839495996,14.33820235,10.9,11.58445441,87.85924688,13.66646071,14.17739947,15.4,35.6,10175.84,41.771,33115,17.37279179,76.4396799,0.182292485,51.3000151,91.28978712,Rural,High
1081,Alabama,Lee,7955.7,19.17802192,4.48506258,4.35548921,19.21644357,29,6,22.9,15.91117211,13.41324073,70.40869501,5.115446973,6.330642449,8.881397686,11.1,19.11751544,84.62692936,13.8093203,13.7120442,18.3,38.2,8562.83,46.442,156993,10.62658845,67.52721459,1.56708695,50.83984636,27.40949896,Suburban,High
1083,Alabama,Limestone,7195.2,17.75177269,4.020268486,4.143694456,18.04351642,32.9,7.7,30.6,14.23814111,14.38538779,54.99897688,5.45863105,5.022836186,9.14227808,11.7,11.65277559,87.43063932,11.86904069,12.44462225,13.6,36.2,10140.09,55.06,91663,14.19329501,76.83907356,1.406002781,49.73435301,57.60914208,Rural,High
1085,Alabama,Lowndes,12909.9,28.60968618,5.157721605,4.839719852,22.52717801,45.1,2.2,29.9,9.929653379,14.35142594,42.48010055,11.58472803,5.850936811,6.616257089,10,24.2280285,82.03664764,16.62901165,15.79763166,28.8,43.7,9456.81,31.117,10458,17.87148594,25.63587684,0.039956048,52.56263148,100,Rural,High
1087,Alabama,Macon,13001.3,28.4514121,5.151046644,4.815305621,22.12840195,44.7,3.1,30.4,10.41498736,12.97641281,55.84810127,8.072198546,5.834695652,8.236808237,10.6,21.46822949,77.58853744,16.28943815,15.4441608,27.9,46.4,7529.28,29.522,19105,17.56608218,16.47212772,0.651260504,54.08008375,55.54726832,Rural,High
1089,Alabama,Madison,7532,16.11066134,3.830734336,3.775572656,16.92041101,32.3,6.9,22.7,13.59066906,12.50114632,72.63619979,5.480799821,5.058330468,11.01915792,11.6,12.30682459,86.93221826,11.64321672,12.12809697,15.5,38.2,9793.3,59.117,353089,14.07123983,65.16798881,1.295063357,51.20352093,16.44151477,Urban,High
1091,Alabama,Marengo,11075.9,25.96395217,4.943465979,4.728325763,19.54694949,40.3,4.7,32.8,10.80816945,13.27314047,49.58603715,7.747723257,6.725377025,19.39333665,9.8,15.23922032,85.48816568,15.81065801,15.46993409,22.6,44.1,9727.35,35.389,20028,19.09326942,45.406431,0.104646296,53.05072898,69.31564179,Rural,High
1093,Alabama,Marion,11024.2,21.45952141,4.570241412,4.727499692,19.33297848,35.5,7.7,30.3,12.51221424,15.38234052,52.28498439,6.994131361,4.695821918,11.23187209,9.8,12.32283465,84.88700565,13.97834527,14.39503751,15.5,37.1,10669.94,34.977,30168,20.4421904,91.47440997,0.242895312,50.32816229,88.85495191,Rural,Low
1095,Alabama,Marshall,10992.9,21.74324742,4.74298647,4.608010318,19.04106861,33.2,7.5,28.7,14.11231177,18.77434135,47.41894737,5.772281154,4.823331007,9.510122998,11.3,13.64963504,81.96386868,14.38397088,14.26305408,13.3,35.2,10784.43,40.599,94725,16.64185801,81.89073634,4.848216415,50.83768804,53.26868704,Rural,Middle
1097,Alabama,Mobile,10198.2,20.9970582,4.547226381,4.534882907,21.64262661,37.1,5.7,28,15.38866826,14.92813523,59.41919383,6.996837742,5.222616094,11.63510574,10,17.89534734,85.87542826,14.03759709,13.99508298,19.7,39.7,9859.56,42.53,415395,14.93494144,57.56833857,0.774959196,52.23437933,20.02024252,Suburban,High
1099,Alabama,Monroe,11848.6,26.06719244,5.160683514,5.148327488,21.1782203,35.3,4.2,32.3,11.427213,17.65262923,42.51497006,10.08081085,7.338010351,15.49186677,9.3,16.19676065,89.51253268,15.98305237,15.97893577,24.1,41.3,9306.31,35.163,21673,18.1746874,54.85165875,0.081421524,52.64153555,79.0445639,Rural,High
1101,Alabama,Montgomery,9717.3,22.8573921,4.840655486,4.464721856,20.90387573,34.8,5,26.5,12.60014428,13.87520745,61.3388999,6.164376949,5.476467446,15.12009868,11.2,18.81366425,84.81165723,14.98086895,14.07123275,22.7,40.2,9046.46,42.666,226519,13.69333257,35.88661437,1.672939405,52.61942707,10.49123006,Urban,High
1103,Alabama,Morgan,9423.5,19.22290729,4.083355466,4.394459488,18.5329052,31.6,7.6,28.6,13.40551339,16.11439543,53.79314871,5.839654484,4.661870133,12.54107201,11.3,13.19549686,87.84420936,12.52961167,13.30284955,14.2,36.2,9990.15,47.234,119565,16.33337515,76.32584787,2.288543065,50.73892862,38.59737217,Suburban,High
1105,Alabama,Perry,13849.2,29.32645492,5.275902134,5.027158041,22.92702455,43,4.1,33.5,9.674029221,15.29237402,41.16719243,9.968580406,5.628935232,11.19478933,9.7,21.02941177,84.36376707,17.45160992,16.65815413,30,44.9,9072.14,26.218,9652,18.43141318,30.4185661,0.404384378,53.1496063,100,Rural,High
1107,Alabama,Pickens,11640.2,26.79010574,4.936422058,4.705990026,20.9177125,36.4,6.1,30,11.77139445,14.2885233,47.22891566,6.764705882,6.030746057,12.76700221,9.9,17.16088328,82.34937016,15.54280091,14.98081796,22.1,39.8,9345.5,33.16,20864,17.66679448,54.03565951,0.586010335,50.06230828,100,Rural,High
1109,Alabama,Pike,10200.3,23.6140133,4.99709745,4.597282484,20.28274949,38.4,5.7,25.4,13.46026074,15.15208201,58.47669074,6.738562529,6.150536747,10.1829944,9.7,18.82716049,87.21761915,15.26975504,14.71807802,22.3,43.3,9810.31,34.442,33046,14.67953761,56.85710827,1.282051282,52.03352902,51.67938235,Rural,High
1111,Alabama,Randolph,12125.8,21.08997392,4.675071177,4.526227692,18.73433751,30.9,7,28.3,13.34230659,16.75796534,49.12955466,5.87736948,5.008058554,10.64820977,10.1,18.80199667,79.84533016,13.90455167,13.97295277,17.8,35.1,9804.01,37.333,22696,19.86253084,74.929503,0.285193324,51.41434614,81.34246934,Rural,High
1113,Alabama,Russell,8907.7,24.33382548,4.607403178,4.671108007,21.98906689,36.4,5.7,30.7,13.64886273,14.8251154,63.32727273,6.012436684,4.869379677,9.059186686,11.2,16.88741722,85.4005168,14.31568299,14.29305016,21.2,41.5,9619.7,36.124,59660,12.69527322,48.2886356,0.788133388,51.32752263,35.4089939,Suburban,High
1115,Alabama,St. Clair,10242.3,17.30711176,4.07179215,4.343002316,17.98006486,33,8.1,26.8,14.35269725,13.37846326,53.12729313,5.242062245,4.289919092,8.881506857,11.8,12.08738638,86.14834182,12.21512344,12.93066191,13.2,36.3,10550.51,53.558,87074,15.86122149,85.74545789,0.66584005,50.09991502,72.79676528,Rural,Middle
1117,Alabama,Shelby,6167.1,14.23683068,3.383194205,3.7262399,13.99865773,30.1,8.4,22.4,14.73098621,10.58012161,73.96334055,4.23509968,4.125012259,10.74254192,11.4,10.90430912,85.52868239,10.22834957,11.27871203,10.5,33.7,9865.72,70.879,208713,13.46394331,78.19350017,1.835246575,51.37677097,22.94487019,Suburban,High
1119,Alabama,Sumter,12047.7,35.68458332,5.671673946,5.323363876,23.7174044,40.3,3.9,30.7,10.18376883,16.66989539,50.97493036,7.966333921,5.830776123,13.67157831,9.7,22.52964427,86.23959297,19.38126635,18.0236354,28.7,42.9,9309.92,25.931,13103,16.76715256,25.26902236,0.645974476,54.81950698,100,Rural,High
1121,Alabama,Talladega,11205,23.71663768,4.671751256,4.704631618,21.61342659,39,6.2,33.6,12.73677456,13.45939424,47.10264901,6.568284569,5.128384814,12.05085955,11.4,16.2775925,84.43906702,14.79350173,14.56026442,19.8,40.2,10555.71,37.911,80862,16.56649601,63.11493656,0.567494045,51.56810368,55.81533825,Rural,High
1123,Alabama,Tallapoosa,9494.3,23.12869405,4.821055729,4.636544915,19.17289406,36.9,6.5,31.6,12.75450888,14.25750395,47.23514771,6.128118823,5.037771965,14.33256407,10.4,17.67938931,82.65606974,14.56298101,14.31452339,18.8,39.3,10392.67,39.051,40844,20.22328861,68.93546176,0.357878476,51.28537851,74.22625913,Rural,High
1125,Alabama,Tuscaloosa,8286.1,20.24258066,4.457023029,4.48823569,19.65079496,34.3,6.4,26.2,15.3749971,12.17283761,62.51728111,5.453284515,5.205721615,12.26435622,10.7,17.97289334,85.75436481,13.28691281,13.92507402,18,37.5,10028.33,47.868,203976,12.03720046,62.72992901,1.006280634,51.85364945,25.50807579,Suburban,High
1127,Alabama,Walker,14548.2,21.76988648,4.885890691,4.956069783,20.65200023,33.2,7.2,30.5,11.59827853,15.18660792,52.60141661,7.218558643,4.861680196,14.05202303,11.1,11.32038835,84.49889399,14.49534735,14.53324063,16.3,39.5,10687.23,37.305,65294,18.54534873,89.15520569,0.702829048,51.36612859,74.08799964,Rural,Middle
1129,Alabama,Washington,10326.1,20.54679822,4.445561861,4.518131155,18.63158005,40.2,7.1,32.2,13.03793869,15.07056452,42.10660546,8.863025962,4.807246807,16.03896875,9.5,11.10271903,80.40845834,13.4507891,13.85739741,16.9,39.1,10108.96,42.658,16804,17.43037372,64.77624375,0.539116584,51.4401333,100,Rural,High
1131,Alabama,Wilcox,17986.8,31.27607228,5.567912792,5.070821731,24.23424472,44.9,1.2,34,9.296135628,16.34138273,35.9375,14.6514936,6.495929119,9.911695801,9.4,18.11125485,85.71934798,18.24045725,16.87362266,33,44.6,8401.14,23.014,11059,18.41034452,27.89583145,0.113271663,52.31033547,100,Rural,High
1133,Alabama,Winston,11637.9,21.05931585,4.886550284,4.688448663,18.96138691,30.2,7.5,32,12.94119138,16.3264246,53.39013778,7.601152984,4.674014977,11.18012422,10.4,12.64488936,84.87194759,14.37849222,14.36726035,15.9,34.9,11564.42,36.497,23877,20.64748503,93.86857645,0.655079046,50.86484902,84.89217448,Rural,Low
2013,Alaska,Aleutians East,,16.48223811,3.572984056,2.775334482,19.15811396,33.4,5.7,26.9,17.67779627,39.27997429,41.11328125,3.24017821,3.656085399,8.928571429,,10.34482759,18.38851217,10.55792054,8.859182614,14.3,39.3,4473.62,57.015,3341,6.944028734,11.91260102,12.16765718,30.82909309,100,Rural,High
2016,Alaska,Aleutians West,,15.41592534,3.247056502,2.671706325,16.56351085,39.4,7.1,23.2,19.39634175,25.19564802,49.72587719,3.833943834,3.491451392,8.695652174,,19.3236715,42.34707272,9.448860081,8.429596795,14.6,36,9092.68,80.695,5702,5.699754472,25.88565416,6.455742502,32.69028411,100,Rural,High
2020,Alaska,Anchorage,7158.8,12.83362416,3.425395784,3.270555972,15.28971708,27,7.8,16.5,22.7755134,16.6989652,70.34860062,5.002654599,3.762653445,11.32852729,,16.65240947,75.42971158,9.298890805,9.653073957,12.7,32.4,6830.02,77.791,298695,9.374445505,59.0117009,2.34890358,48.55856308,4.117179415,Urban,High
2050,Alaska,Bethel,12206.2,24.55845691,5.216534682,4.555426606,31.20219353,30.3,2.4,26.3,20.23012592,25.9908397,34.7826087,14.42241969,4.474384564,3.917618088,,61.58256881,26.45310436,17.53863535,16.31497373,21.8,37.9,6529.7,44.849,17946,6.809316839,11.33400201,3.057757644,48.26702329,73.93757715,Rural,High
2060,Alaska,Bristol Bay,,14.72757424,3.651544718,3.374952205,19.7464666,39.7,7.3,21.2,23.14528165,21.73396675,64.43514644,9.230769231,3.21747449,10.44932079,,12.98701299,65.6133829,10.62329745,10.67573636,14,34,5427.58,66.373,892,10.42600897,43.83408072,0,44.84304933,100,Rural,High
2068,Alaska,Denali,,11.5003354,3.126221264,3.051023315,17.39587741,27,5.9,15.6,22.17399867,20.86247086,81.38041734,8.740601504,3.183544304,20.82248829,,25.17482518,43.90243902,9.194685638,9.557756404,14.9,31.8,5487.99,73,1919,9.015112038,82.43877019,0,46.11776967,100,Rural,Middle
2070,Alaska,Dillingham,13249.1,21.44003083,4.843900062,4.229295839,29.53117901,38,5.5,24.5,20.11038614,25.3989071,46.69491525,9.675834971,4.893659488,6.014434643,,35.82089552,37.67313019,15.35762586,14.43171173,17.8,35.7,6212.03,50.753,4997,8.184910947,17.4904943,1.705948373,48.98939364,100,Rural,High
2090,Alaska,Fairbanks North Star,6603.7,11.45058038,3.10422353,3.076432502,16.31870901,28.1,7.1,18,22.72039215,16.64462259,73.14499322,5.436045261,3.825327252,10.26601045,,23.20876651,74.03135806,9.053126515,9.336415265,13.4,31.5,6165.32,70.881,99631,8.379921912,70.55936405,0.747610589,45.62335016,30.87076378,Suburban,High
2100,Alaska,Haines,,11.8799035,3.24272959,3.164343365,17.17008464,25.5,7.3,17,19.84918389,24.47356107,69.0851735,9.744990893,3.721718565,15.58846454,,22.89156627,58.48246242,9.586393381,10.11454318,15.3,29.5,6134.27,57.876,2534,17.52170482,75.69060774,0.52631579,51.38121547,100,Rural,High
2110,Alaska,Juneau,5825.3,11.41231734,3.290258106,3.177384949,15.94799264,28.6,8,14.2,22.35613689,17.43765939,75.08344998,4.622140051,3.253239816,18.5150898,,14.87603306,68.89411495,8.898593506,9.449745291,11.3,28.1,6744.41,82.892,32756,10.97203566,65.32848944,1.263916176,48.93454634,21.54436451,Suburban,High
2122,Alaska,Kenai Peninsula,7401.9,13.0877254,3.69075285,3.256546614,18.42406988,28.4,7.6,20.3,21.31016944,20.91893911,60.19702985,7.84035509,4.610805717,15.65843729,,19.82044199,67.4116361,10.10115284,9.967319091,13.3,29.2,7478.36,62.025,58059,14.81940784,80.84534698,0.552640914,47.34838699,79.33754513,Rural,Middle
2130,Alaska,Ketchikan Gateway,7118.2,13.19460043,3.841955955,3.230714104,18.46007306,30.8,7.7,21.7,20.31255831,21.06769956,57.92926412,6.791969244,3.936000269,17.40770291,,15.58073654,63.7860704,10.33159827,9.938709863,15.2,31.4,7805.12,65.314,13709,13.06441024,64.76767087,0.773316669,48.00496025,23.18765304,Suburban,High
2150,Alaska,Kodiak Island,6396.7,12.83607046,3.159074781,2.929884366,16.43139813,30.2,7.9,19.7,20.51450188,24.77305303,66.39025654,4.877675841,3.777813734,13.58501359,,20.55555556,61.34284177,9.230900423,9.194401274,13,32.1,8790.48,67.515,13889,9.136726906,50.52199582,3.820207091,45.77003384,31.31989406,Suburban,High
